timestamp_utc,broker,symbol,bid,ask,spread,unit,feed_type,source
2026-08-19T14:47:46.890Z,dukascopy,WTIUSD,84.95,85,0.05,usd,unspecified,broker-published
2026-08-19T14:47:56.212Z,dukascopy,WTIUSD,84.925,84.975,0.05,usd,unspecified,broker-published
2026-08-19T14:48:05.276Z,dukascopy,WTIUSD,84.926,84.976,0.05,usd,unspecified,broker-published
2026-08-19T14:48:12.946Z,dukascopy,WTIUSD,84.925,84.975,0.05,usd,unspecified,broker-published
2026-08-19T14:48:20.485Z,dukascopy,WTIUSD,84.915,84.965,0.05,usd,unspecified,broker-published
2026-08-19T14:48:28.031Z,dukascopy,WTIUSD,84.885,84.935,0.05,usd,unspecified,broker-published
2026-08-19T14:48:35.473Z,dukascopy,WTIUSD,84.855,84.905,0.05,usd,unspecified,broker-published
2026-08-19T14:48:44.130Z,dukascopy,WTIUSD,84.846,84.896,0.05,usd,unspecified,broker-published
2026-08-19T14:48:53.992Z,dukascopy,WTIUSD,84.875,84.925,0.05,usd,unspecified,broker-published
2026-08-19T14:49:02.681Z,dukascopy,WTIUSD,84.846,84.896,0.05,usd,unspecified,broker-published
2026-08-19T14:49:10.221Z,dukascopy,WTIUSD,84.865,84.915,0.05,usd,unspecified,broker-published
2026-08-19T14:49:18.869Z,dukascopy,WTIUSD,84.875,84.925,0.05,usd,unspecified,broker-published
